ID_Equipo,Costo_Mantenimiento,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,Total_Horas_Operativas,Horas_Operativas_Anomala,Costo_Mantenimiento_Anomalo
396,83013.13,Generador,ABB,Y200,1259,7100,639775.0,False,False
397,148050.5,Compresor,GE,Z300,2723,5195,1205201.0,False,False
398,99427.3,Generador,ABB,Y200,4356,2388,886045.0,False,False
399,75563.935,Compresor,ABB,Y200,865,7305,344514.0,True,False
400,123900.73,Generador,GE,Z300,2730,8683,671574.0,False,False
401,62490.61,Transformador,ABB,Z300,212,2886,1385387.0,False,False
402,98006.93,Transformador,GE,X100,4974,5485,1011674.0,False,False
403,114183.74,Transformador,ABB,Y200,3329,5846,1228980.0,False,False
404,142335.01,Transformador,ABB,Z300,2168,6482,699609.0,False,False
405,102852.5,Transformador,Schneider,Y200,1825,864,848569.0,False,False
406,125227.56,Compresor,ABB,M400,2503,1761,699855.0,False,False
407,84037.31,Motor,Siemens,M400,1520,3765,917324.0,False,False
408,113493.62,Compresor,ABB,M400,1754,3756,697184.0,False,False
409,119384.39,Compresor,GE,Z300,1613,1370,908090.3276785715,False,False
410,103960.585,Compresor,Siemens,Z300,1831,2711,953600.0,False,False
411,95146.32,Compresor,GE,Z300,2174,6330,979746.3276785715,False,False
412,133758.68,Transformador,Siemens,M400,1187,2867,788269.0,False,False
413,100224.045,Transformador,Schneider,Z300,808,2676,912086.0,False,False
414,97225.42,Transformador,ABB,M400,4609,7487,803576.0,False,False
415,139117.0,Generador,Schneider,M400,480,7667,793814.0,False,False
416,132481.74,Generador,Siemens,X100,1022,3777,1025311.0,False,False
417,76798.29000000001,Transformador,Schneider,Y200,4914,5873,662398.0,False,False
418,129401.13,Transformador,ABB,Y200,4930,8814,739719.0,False,False
419,98319.24,Transformador,Schneider,M400,3811,1067,757808.0,False,False
420,110522.06,Transformador,GE,M400,4333,3220,1156487.0,False,False
421,183067.45,Generador,GE,Y200,4895,5200,1054188.0,False,True
422,104184.78,Compresor,Schneider,Y200,4316,6041,997472.0,False,False
423,158456.28,Compresor,GE,M400,562,3944,716229.0,False,False
424,146870.32,Transformador,Schneider,X100,3765,5135,897000.0,False,False
425,97290.85,Compresor,GE,Z300,4948,3913,645466.0,False,False
426,93927.47,Transformador,Siemens,Y200,2074,3822,938495.3276785715,False,False
427,127065.555,Generador,ABB,M400,1324,1741,1224570.0,False,False
428,111287.42,Generador,ABB,Z300,4154,3823,928797.3276785715,False,False
429,84618.47,Motor,GE,Y200,4083,6426,989169.0,False,False
430,154864.78,Compresor,Schneider,Z300,2955,6844,1064723.0,False,False
431,76255.20999999999,Transformador,ABB,Z300,1481,7142,760842.0,False,False
432,94527.65,Generador,Schneider,X100,4744,8908,450984.0,False,False
433,122146.43000000001,Generador,Schneider,X100,4796,6943,719565.0,False,False
434,99637.28,Generador,GE,Z300,1712,5938,888398.3276785715,False,False
435,61326.94,Compresor,Siemens,Y200,3489,9178,710653.0,False,False
436,88348.6,Motor,Siemens,X100,729,585,662400.0,False,False
437,83729.41,Transformador,ABB,M400,3039,4399,887446.0,False,False
438,69782.72,Motor,GE,Y200,1861,7163,803214.0,False,False
439,86871.58,Motor,ABB,X100,4907,8136,621200.3276785715,False,False
440,110964.56999999999,Generador,ABB,Z300,4086,7468,658416.0,False,False
441,72111.85,Motor,Siemens,Z300,4881,2367,1224605.0,False,False
442,119882.08,Compresor,Schneider,Y200,2121,9933,912686.0,False,False
443,163698.37,Transformador,ABB,X100,4078,5545,580724.0,False,False
444,95400.61,Transformador,GE,X100,4637,3081,614926.0,False,False
445,108412.8,Compresor,Schneider,M400,562,5849,520921.0,False,False
446,96503.48,Transformador,ABB,Z300,370,1678,826305.0,False,False
447,88198.99,Generador,ABB,X100,1306,5025,1082961.0,False,False
448,86758.77,Compresor,Siemens,X100,4260,3107,710903.0,False,False
449,126751.47,Generador,GE,X100,2616,9224,950723.0,False,False
450,125456.18,Motor,Siemens,Z300,2577,8706,922528.0,False,False
451,103078.41500000001,Compresor,Siemens,Z300,3659,2376,859750.0,False,False
452,100259.06,Generador,ABB,Y200,2176,7606,1445685.0,False,False
453,85869.22,Transformador,ABB,X100,791,5004,766321.0,False,False
454,54164.56,Motor,ABB,Y200,459,3248,640075.0,False,False
455,97910.48,Generador,Siemens,Z300,3212,2215,797075.0,False,False
456,93334.41,Generador,GE,Z300,409,5368,622457.0,False,False
457,116713.795,Motor,Siemens,Y200,3901,6258,836549.0,False,False
458,72207.02,Motor,Siemens,X100,670,5083,1204728.0,False,False
459,86322.29000000001,Transformador,Siemens,Z300,1823,1407,760515.0,False,False
460,85413.5,Motor,Siemens,Y200,999,669,744700.0,False,False
461,77519.21,Transformador,Siemens,Z300,3364,5979,960290.0,False,False
462,67467.79000000001,Generador,Siemens,M400,350,912,1272251.0,False,False
463,111093.72,Generador,Siemens,Y200,1181,9464,904423.0,False,False
464,104229.02,Transformador,GE,Y200,3622,9192,957417.3276785715,False,False
465,123910.69,Compresor,GE,M400,1238,2421,950247.0,False,False
466,72754.31999999999,Compresor,Schneider,M400,1589,1606,1344334.0,False,False
467,105067.03,Transformador,ABB,X100,670,1717,713425.0,False,False
468,71938.66,Motor,Siemens,M400,3213,4725,504300.0,False,False
469,105199.68,Generador,ABB,M400,4898,3963,862913.0,False,False
470,81336.58,Transformador,Siemens,X100,4506,6650,686061.3276785715,False,False
471,108237.985,Compresor,GE,Y200,3206,6390,651313.0,False,False
472,55981.08,Motor,Schneider,M400,2060,7076,763315.0,False,False
473,87734.76000000001,Transformador,GE,Z300,3931,9537,773082.3276785715,False,False
474,62611.63,Motor,Siemens,X100,3662,2679,963836.0,False,False
475,70675.59,Motor,Siemens,Z300,2400,6053,1319538.0,False,False
476,110138.06,Compresor,Schneider,X100,1724,4420,1159734.0,False,False
477,124046.65000000001,Motor,ABB,X100,2518,8354,801085.0,False,False
478,98055.23,Transformador,GE,Z300,1327,4620,1207762.0,False,False
479,83100.73,Motor,ABB,M400,2632,2386,891556.0,False,False
480,91865.29000000001,Generador,Siemens,X100,2406,3417,1171384.0,False,False
481,74470.73000000001,Generador,Siemens,M400,3890,4890,1030759.0,False,False
482,63554.89,Generador,GE,Z300,4819,9429,732989.0,False,False
483,146535.36,Motor,Siemens,X100,841,7808,886504.0,False,False
484,125086.49,Motor,ABB,X100,2375,9528,629503.0,False,False
485,92985.42,Compresor,GE,M400,3069,6992,537427.0,False,False
486,91455.22,Compresor,ABB,M400,1019,5473,996636.0,False,False
487,105727.2,Transformador,GE,X100,1331,655,736818.0,False,False
488,171184.2,Generador,Siemens,M400,3562,1655,766877.0,False,True
489,120578.33,Generador,ABB,X100,163,7735,808356.0,False,False
490,75535.25,Transformador,Siemens,X100,2275,5118,617101.0,False,False
491,89156.15,Transformador,Siemens,Z300,3507,5258,660284.0,False,False
492,118320.575,Generador,Schneider,M400,250,3083,1010434.3276785715,False,False
493,80917.0,Transformador,Siemens,Z300,2889,7172,1270280.0,False,False
494,58826.81,Transformador,GE,Z300,187,5331,1198491.0,False,False
495,114736.12,Compresor,Schneider,Y200,4383,6188,1031898.0,False,False
496,113528.16,Motor,Siemens,X100,3617,5594,1115461.0,False,False
497,109060.65,Generador,Schneider,Y200,548,8614,1016176.0,False,False
498,116432.40000000001,Motor,Schneider,M400,2602,5874,901030.3276785715,False,False
499,81383.815,Motor,ABB,M400,877,6907,610500.0,False,False
