ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tiempo_Hasta_Fallo,Impacto_Temp_Vibracion
9462,115,2021-01-29 05:00:00,Preventivo,4097.56,14,Planta Este,Motor,Schneider,Y200,416,1351,,122.97,3.5949999999999998,50710.0,1069.0,442.07714999999996
9588,115,2021-02-03 11:00:00,Correctivo,7344.83,1,Planta Este,Motor,Schneider,Y200,416,1351,,122.97,3.5949999999999998,50710.0,126.0,442.07714999999996
9871,115,2021-02-15 06:00:00,Preventivo,5569.0,11,Planta Norte,Motor,Schneider,Y200,416,1351,,122.97,3.5949999999999998,50710.0,283.0,442.07714999999996
78,116,2020-01-04 05:00:00,Correctivo,1912.36,11,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1334,116,2020-02-25 13:00:00,Correctivo,5638.69,7,Planta Norte,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,1256.0,442.07714999999996
2741,116,2020-04-24 04:00:00,Preventivo,674.27,6,Planta Oeste,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,1407.0,442.07714999999996
3008,116,2020-05-05 07:00:00,Correctivo,6624.61,21,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,267.0,442.07714999999996
3364,116,2020-05-20 03:00:00,Preventivo,3456.44,45,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,356.0,442.07714999999996
4223,116,2020-06-24 22:00:00,Preventivo,8478.89,15,Planta Norte,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,859.0,442.07714999999996
4491,116,2020-07-06 02:00:00,Correctivo,1108.93,6,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,268.0,442.07714999999996
4564,116,2020-07-09 03:00:00,Preventivo,4746.28,15,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,73.0,442.07714999999996
4846,116,2020-07-20 21:00:00,Preventivo,2027.32,1,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,282.0,442.07714999999996
4847,116,2020-07-20 22:00:00,Preventivo,7533.35,37,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,1.0,442.07714999999996
5072,116,2020-07-30 07:00:00,Preventivo,6527.02,44,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,225.0,442.07714999999996
5862,116,2020-09-01 05:00:00,Correctivo,1424.05,33,Planta Oeste,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,790.0,442.07714999999996
6113,116,2020-09-11 16:00:00,Preventivo,7450.15,40,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,251.0,442.07714999999996
6484,116,2020-09-27 03:00:00,Preventivo,3076.71,15,Planta Norte,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,371.0,442.07714999999996
6600,116,2020-10-01 23:00:00,Preventivo,1661.38,44,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,116.0,442.07714999999996
8121,116,2020-12-04 08:00:00,Preventivo,1572.53,36,Planta Sur,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,1521.0,442.07714999999996
8699,116,2020-12-28 10:00:00,Correctivo,4786.94,41,Planta Norte,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,578.0,442.07714999999996
9200,116,2021-01-18 07:00:00,Preventivo,639.48,31,Planta Oeste,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,501.0,442.07714999999996
9239,116,2021-01-19 22:00:00,Correctivo,7574.82,44,Planta Norte,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,39.0,442.07714999999996
9248,116,2021-01-20 07:00:00,Correctivo,726.16,6,Planta Este,Compresor,Schneider,Z300,3507,2386,,122.97,3.5949999999999998,50710.0,9.0,442.07714999999996
598,117,2020-01-25 21:00:00,Preventivo,4243.64,4,Planta Este,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,,442.07714999999996
809,117,2020-02-03 16:00:00,Preventivo,307.64,12,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,211.0,442.07714999999996
964,117,2020-02-10 03:00:00,Preventivo,9027.49,39,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,155.0,442.07714999999996
1304,117,2020-02-24 07:00:00,Preventivo,8126.61,26,Planta Norte,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,340.0,442.07714999999996
1946,117,2020-03-22 01:00:00,Correctivo,2245.02,27,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,642.0,442.07714999999996
2402,117,2020-04-10 01:00:00,Preventivo,4000.16,44,Planta Norte,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,456.0,442.07714999999996
3538,117,2020-05-27 09:00:00,Correctivo,1643.72,13,Planta Norte,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,1136.0,442.07714999999996
3909,117,2020-06-11 20:00:00,Correctivo,3119.65,46,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,371.0,442.07714999999996
4012,117,2020-06-16 03:00:00,Correctivo,3469.55,5,Planta Sur,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,103.0,442.07714999999996
5411,117,2020-08-13 10:00:00,Preventivo,1484.48,31,Planta Norte,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,1399.0,442.07714999999996
5473,117,2020-08-16 00:00:00,Preventivo,3086.75,14,Planta Sur,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,62.0,442.07714999999996
5851,117,2020-08-31 18:00:00,Preventivo,4960.46,46,Planta Este,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,378.0,442.07714999999996
6990,117,2020-10-18 05:00:00,Correctivo,3250.37,42,Planta Norte,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,1139.0,442.07714999999996
7903,117,2020-11-25 06:00:00,Correctivo,7701.43,32,Planta Sur,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,913.0,442.07714999999996
8756,117,2020-12-30 19:00:00,Correctivo,4245.25,38,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,853.0,442.07714999999996
9212,117,2021-01-18 19:00:00,Preventivo,4071.06,31,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,456.0,442.07714999999996
9928,117,2021-02-17 15:00:00,Correctivo,9660.97,27,Planta Oeste,Compresor,Siemens,M400,1008,1177,,122.97,3.5949999999999998,50710.0,716.0,442.07714999999996
352,118,2020-01-15 15:00:00,Correctivo,2428.57,11,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1337,118,2020-02-25 16:00:00,Correctivo,7098.64,38,Planta Sur,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,985.0,442.07714999999996
1361,118,2020-02-26 16:00:00,Preventivo,2336.86,6,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,24.0,442.07714999999996
1852,118,2020-03-18 03:00:00,Preventivo,6079.98,30,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,491.0,442.07714999999996
1973,118,2020-03-23 04:00:00,Preventivo,5857.51,34,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,121.0,442.07714999999996
2645,118,2020-04-20 04:00:00,Preventivo,6624.46,46,Planta Sur,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,672.0,442.07714999999996
2995,118,2020-05-04 18:00:00,Correctivo,9342.67,28,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,350.0,442.07714999999996
3338,118,2020-05-19 01:00:00,Correctivo,9611.77,40,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,343.0,442.07714999999996
3870,118,2020-06-10 05:00:00,Correctivo,1085.06,26,Planta Este,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,532.0,442.07714999999996
3918,118,2020-06-12 05:00:00,Correctivo,3117.04,38,Planta Sur,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,48.0,442.07714999999996
4852,118,2020-07-21 03:00:00,Preventivo,5021.58,16,Planta Este,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,934.0,442.07714999999996
5096,118,2020-07-31 07:00:00,Preventivo,8111.03,24,Planta Sur,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,244.0,442.07714999999996
5290,118,2020-08-08 09:00:00,Correctivo,1577.77,36,Planta Sur,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,194.0,442.07714999999996
6164,118,2020-09-13 19:00:00,Correctivo,4060.06,47,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,874.0,442.07714999999996
6759,118,2020-10-08 14:00:00,Correctivo,5641.87,43,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,595.0,442.07714999999996
7314,118,2020-10-31 17:00:00,Preventivo,7407.57,8,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,555.0,442.07714999999996
8134,118,2020-12-04 21:00:00,Correctivo,4211.54,29,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,820.0,442.07714999999996
8407,118,2020-12-16 06:00:00,Preventivo,2415.44,44,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,273.0,442.07714999999996
8617,118,2020-12-25 00:00:00,Correctivo,8398.81,46,Planta Este,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,210.0,442.07714999999996
8734,118,2020-12-29 21:00:00,Correctivo,8377.72,6,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,117.0,442.07714999999996
8939,118,2021-01-07 10:00:00,Preventivo,1375.1,8,Planta Oeste,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,205.0,442.07714999999996
9501,118,2021-01-30 20:00:00,Preventivo,6046.19,16,Planta Norte,Motor,Siemens,M400,1536,7706,,122.97,3.5949999999999998,50710.0,562.0,442.07714999999996
300,119,2020-01-13 11:00:00,Preventivo,6863.27,8,Planta Norte,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,,442.07714999999996
434,119,2020-01-19 01:00:00,Preventivo,8265.88,9,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,134.0,442.07714999999996
567,119,2020-01-24 14:00:00,Correctivo,9879.14,35,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,133.0,442.07714999999996
1001,119,2020-02-11 16:00:00,Preventivo,1222.98,7,Planta Oeste,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,434.0,442.07714999999996
1162,119,2020-02-18 09:00:00,Correctivo,6214.82,26,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,161.0,442.07714999999996
1819,119,2020-03-16 18:00:00,Correctivo,8061.34,46,Planta Oeste,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,657.0,442.07714999999996
3603,119,2020-05-30 02:00:00,Correctivo,4197.43,36,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,1784.0,442.07714999999996
4250,119,2020-06-26 01:00:00,Correctivo,3564.58,42,Planta Oeste,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,647.0,442.07714999999996
4314,119,2020-06-28 17:00:00,Preventivo,3388.87,31,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,64.0,442.07714999999996
4699,119,2020-07-14 18:00:00,Correctivo,9667.93,24,Planta Oeste,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,385.0,442.07714999999996
5002,119,2020-07-27 09:00:00,Correctivo,8829.78,25,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,303.0,442.07714999999996
5173,119,2020-08-03 12:00:00,Preventivo,8783.44,44,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,171.0,442.07714999999996
5338,119,2020-08-10 09:00:00,Correctivo,3434.68,31,Planta Norte,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,165.0,442.07714999999996
5719,119,2020-08-26 06:00:00,Preventivo,1738.57,32,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,381.0,442.07714999999996
5731,119,2020-08-26 18:00:00,Correctivo,5700.17,36,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,12.0,442.07714999999996
6711,119,2020-10-06 14:00:00,Preventivo,518.2,24,Planta Este,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,980.0,442.07714999999996
6781,119,2020-10-09 12:00:00,Correctivo,4104.19,28,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,70.0,442.07714999999996
7047,119,2020-10-20 14:00:00,Preventivo,6607.86,9,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,266.0,442.07714999999996
7311,119,2020-10-31 14:00:00,Preventivo,9281.32,29,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,264.0,442.07714999999996
7341,119,2020-11-01 20:00:00,Correctivo,6062.64,40,Planta Norte,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,30.0,442.07714999999996
7397,119,2020-11-04 04:00:00,Correctivo,2739.67,46,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,56.0,442.07714999999996
8128,119,2020-12-04 15:00:00,Preventivo,7091.05,10,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,731.0,442.07714999999996
8395,119,2020-12-15 18:00:00,Correctivo,4652.21,47,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,267.0,442.07714999999996
9888,119,2021-02-15 23:00:00,Correctivo,2706.61,13,Planta Sur,Motor,GE,X100,4726,6857,,122.97,3.5949999999999998,50710.0,1493.0,442.07714999999996
843,120,2020-02-05 02:00:00,Preventivo,2590.2,30,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,,442.07714999999996
880,120,2020-02-06 15:00:00,Preventivo,4364.14,12,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,37.0,442.07714999999996
1829,120,2020-03-17 04:00:00,Preventivo,3166.24,41,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,949.0,442.07714999999996
3121,120,2020-05-10 00:00:00,Correctivo,3642.47,34,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,1292.0,442.07714999999996
3759,120,2020-06-05 14:00:00,Correctivo,7587.15,28,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,638.0,442.07714999999996
3859,120,2020-06-09 18:00:00,Preventivo,4296.19,6,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,100.0,442.07714999999996
3910,120,2020-06-11 21:00:00,Correctivo,5830.85,42,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,51.0,442.07714999999996
3953,120,2020-06-13 16:00:00,Preventivo,6836.52,31,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,43.0,442.07714999999996
4517,120,2020-07-07 04:00:00,Correctivo,292.44,5,Planta Oeste,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,564.0,442.07714999999996
4542,120,2020-07-08 05:00:00,Correctivo,6350.26,41,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,25.0,442.07714999999996
5097,120,2020-07-31 08:00:00,Preventivo,6550.66,29,Planta Norte,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,555.0,442.07714999999996
5277,120,2020-08-07 20:00:00,Preventivo,1529.47,38,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,180.0,442.07714999999996
5451,120,2020-08-15 02:00:00,Correctivo,687.75,8,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,174.0,442.07714999999996
5683,120,2020-08-24 18:00:00,Preventivo,2027.58,3,Planta Este,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,232.0,442.07714999999996
7045,120,2020-10-20 12:00:00,Correctivo,7995.71,21,Planta Oeste,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,1362.0,442.07714999999996
7265,120,2020-10-29 16:00:00,Correctivo,1908.43,33,Planta Oeste,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,220.0,442.07714999999996
8705,120,2020-12-28 16:00:00,Correctivo,4474.8,19,Planta Oeste,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,1440.0,442.07714999999996
9028,120,2021-01-11 03:00:00,Correctivo,3037.72,22,Planta Sur,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,323.0,442.07714999999996
9109,120,2021-01-14 12:00:00,Preventivo,7232.0,37,Planta Oeste,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,81.0,442.07714999999996
9818,120,2021-02-13 01:00:00,Correctivo,8429.59,16,Planta Norte,Compresor,ABB,X100,3344,1489,,122.97,3.5949999999999998,50710.0,709.0,442.07714999999996
637,121,2020-01-27 12:00:00,Correctivo,4450.76,29,Planta Norte,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,,442.07714999999996
1100,121,2020-02-15 19:00:00,Preventivo,4918.395,22,Planta Este,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,463.0,442.07714999999996
2723,121,2020-04-23 10:00:00,Correctivo,9198.84,45,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,1623.0,442.07714999999996
3957,121,2020-06-13 20:00:00,Correctivo,574.86,44,Planta Este,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,1234.0,442.07714999999996
4098,121,2020-06-19 17:00:00,Preventivo,1106.77,21,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,141.0,442.07714999999996
4801,121,2020-07-19 00:00:00,Preventivo,1737.94,1,Planta Norte,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,703.0,442.07714999999996
5545,121,2020-08-19 00:00:00,Correctivo,2937.73,46,Planta Este,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,744.0,442.07714999999996
6046,121,2020-09-08 21:00:00,Correctivo,7300.72,19,Planta Oeste,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,501.0,442.07714999999996
6791,121,2020-10-09 22:00:00,Correctivo,9621.68,25,Planta Norte,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,745.0,442.07714999999996
7223,121,2020-10-27 22:00:00,Preventivo,2942.28,18,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,432.0,442.07714999999996
8117,121,2020-12-04 04:00:00,Preventivo,9632.99,34,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,894.0,442.07714999999996
9170,121,2021-01-17 01:00:00,Preventivo,6591.08,30,Planta Norte,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,1053.0,442.07714999999996
9882,121,2021-02-15 17:00:00,Correctivo,5450.12,18,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,712.0,442.07714999999996
9963,121,2021-02-19 02:00:00,Correctivo,2196.89,11,Planta Norte,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,81.0,442.07714999999996
9985,121,2021-02-20 00:00:00,Correctivo,3935.93,31,Planta Sur,Generador,Schneider,X100,291,5074,,122.97,3.5949999999999998,50710.0,22.0,442.07714999999996
375,122,2020-01-16 14:00:00,Preventivo,7091.34,18,Planta Norte,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,,442.07714999999996
603,122,2020-01-26 02:00:00,Correctivo,6788.35,44,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,228.0,442.07714999999996
666,122,2020-01-28 17:00:00,Preventivo,1060.21,11,Planta Norte,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,63.0,442.07714999999996
1028,122,2020-02-12 19:00:00,Preventivo,666.99,43,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,362.0,442.07714999999996
1087,122,2020-02-15 06:00:00,Preventivo,3723.41,38,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,59.0,442.07714999999996
1241,122,2020-02-21 16:00:00,Correctivo,6752.52,32,Planta Sur,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,154.0,442.07714999999996
2106,122,2020-03-28 17:00:00,Preventivo,591.25,20,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,865.0,442.07714999999996
3644,122,2020-05-31 19:00:00,Preventivo,6749.46,30,Planta Sur,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,1538.0,442.07714999999996
3901,122,2020-06-11 12:00:00,Correctivo,1369.2,24,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,257.0,442.07714999999996
4184,122,2020-06-23 07:00:00,Preventivo,157.39,32,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,283.0,442.07714999999996
4243,122,2020-06-25 18:00:00,Correctivo,8924.17,4,Planta Norte,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,59.0,442.07714999999996
4966,122,2020-07-25 21:00:00,Preventivo,4052.06,42,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,723.0,442.07714999999996
5515,122,2020-08-17 18:00:00,Correctivo,1071.21,3,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,549.0,442.07714999999996
6828,122,2020-10-11 11:00:00,Correctivo,1944.26,33,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,1313.0,442.07714999999996
7250,122,2020-10-29 01:00:00,Correctivo,5234.59,37,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,422.0,442.07714999999996
7376,122,2020-11-03 07:00:00,Correctivo,458.16,38,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,126.0,442.07714999999996
7819,122,2020-11-21 18:00:00,Correctivo,9961.58,14,Planta Norte,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,443.0,442.07714999999996
8455,122,2020-12-18 06:00:00,Correctivo,7146.36,38,Planta Sur,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,636.0,442.07714999999996
8578,122,2020-12-23 09:00:00,Correctivo,3434.48,10,Planta Sur,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,123.0,442.07714999999996
8981,122,2021-01-09 04:00:00,Correctivo,173.94,34,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,403.0,442.07714999999996
9132,122,2021-01-15 11:00:00,Correctivo,5847.82,18,Planta Sur,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,151.0,442.07714999999996
9485,122,2021-01-30 04:00:00,Preventivo,8428.95,47,Planta Oeste,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,353.0,442.07714999999996
9766,122,2021-02-10 21:00:00,Correctivo,4255.8,24,Planta Este,Compresor,ABB,X100,250,681,,122.97,3.5949999999999998,50710.0,281.0,442.07714999999996
312,123,2020-01-13 23:00:00,Preventivo,4157.58,36,Planta Sur,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,,442.07714999999996
935,123,2020-02-08 22:00:00,Correctivo,5349.83,18,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,623.0,442.07714999999996
1501,123,2020-03-03 12:00:00,Preventivo,7669.12,22,Planta Oeste,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,566.0,442.07714999999996
2410,123,2020-04-10 09:00:00,Correctivo,8903.44,47,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,909.0,442.07714999999996
2459,123,2020-04-12 10:00:00,Preventivo,4728.25,30,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,49.0,442.07714999999996
3288,123,2020-05-16 23:00:00,Correctivo,7040.39,17,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,829.0,442.07714999999996
3501,123,2020-05-25 20:00:00,Correctivo,9822.99,30,Planta Norte,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,213.0,442.07714999999996
3814,123,2020-06-07 21:00:00,Preventivo,5050.96,47,Planta Norte,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,313.0,442.07714999999996
3976,123,2020-06-14 15:00:00,Preventivo,9131.61,12,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,162.0,442.07714999999996
4670,123,2020-07-13 13:00:00,Preventivo,2777.21,27,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,694.0,442.07714999999996
4909,123,2020-07-23 12:00:00,Correctivo,5691.94,47,Planta Este,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,239.0,442.07714999999996
5043,123,2020-07-29 02:00:00,Correctivo,4725.89,32,Planta Oeste,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,134.0,442.07714999999996
5115,123,2020-08-01 02:00:00,Preventivo,2926.58,22,Planta Oeste,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,72.0,442.07714999999996
5163,123,2020-08-03 02:00:00,Preventivo,4401.8,39,Planta Sur,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,48.0,442.07714999999996
5241,123,2020-08-06 08:00:00,Preventivo,6884.21,24,Planta Oeste,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,78.0,442.07714999999996
5563,123,2020-08-19 18:00:00,Preventivo,161.98,43,Planta Sur,Transformador,GE,Z300,2093,6594,,122.97,3.5949999999999998,50710.0,322.0,442.07714999999996
